Journal,Management,First Section,Second Section,Third Section,Fourth Section,Fifth Section,PubType,Relevance
"ECOTOURISM: MANAGEMENT, DEVELOPMENT AND IMPACT",1,X,NA,X,1,X,B,0
ECOTOXICOLOGY,1,X,NA,X,NA,1,J,1
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,1,1,NA,0,NA,1,J,1
"Ecotoxicology, Ecological Risk Assessment and Multiple Stressors",1,X,NA,X,NA,1,S,0
ECOTROPICA,1,X,NA,X,1,X,J,1
EDUCATIONAL ADMINISTRATION QUARTERLY,0,X,X,0,X,X,J,1
EDULEARN15: 7TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES,0,X,X,0,X,X,S,0
EFFECTS OF AIR POLLUTION ON FOREST HEALTH AND BIODIVERSITY IN FORESTS OF THE CARPATHIAN MOUNTAINS,1,X,NA,X,NA,1,S,0
EFSA JOURNAL,1,X,1,X,X,X,J,1
EGYPTIAN JOURNAL OF BOTANY,0,0,X,X,X,X,J,1
EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES,1,1,NA,X,NA,X,J,1
EKOLOGIA-BRATISLAVA,1,X,NA,X,NA,1,J,1
EKOLOJI,1,1,NA,X,NA,X,J,1
EKONOMIA I SRODOWISKO-ECONOMICS AND ENVIRONMENT,0,X,0,X,X,X,J,1
EKONOMIKA REGIONA-ECONOMY OF REGION,0,X,0,X,X,X,J,1
EKONOMSKI VJESNIK,0,0,0,X,X,X,J,1
ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES,0,X,0,X,X,X,J,1
ELECTRONIC MARKING AND TELEMETRIC TRACKING OF LARGE MIGRATORY MARINE VERTEBRATES,1,X,NA,X,NA,1,B,0
ELEMENTA-SCIENCE OF THE ANTHROPOCENE,1,1,NA,0,NA,X,J,1
ELIFE,0,X,X,0,X,X,J,1
EMERGING INFECTIOUS DISEASES,1,X,NA,X,NA,1,J,1
EMERGING MICROBES & INFECTIONS,0,X,X,0,X,X,J,1
EMOTION SPACE AND SOCIETY,0,X,X,0,X,X,J,1
EMU,1,X,NA,1,NA,1,J,1
EMU-AUSTRAL ORNITHOLOGY,1,X,NA,X,1,X,J,1
"ENCYCLOPEDIA OF SOIL SCIENCE, VOLS I-III, 3RD EDITION",0,X,0,X,X,X,B,0
END OF DESERTIFICATION?: DISPUTING ENVIRONMENTAL CHANGE IN THE DRYLANDS,0,X,0,X,X,X,S,0
ENDANGERED SPECIES RESEARCH,1,X,NA,1,1,X,J,1
ENDOPHYTES OF FOREST TREE: BIOLOGY AND APPLICATIONS,1,X,NA,X,1,X,B,0
"ENDOPHYTES OF FOREST TREES: BIOLOGY AND APPLICATIONS, 2ND EDITION",1,1,NA,X,NA,X,S,0
ENERGIES,1,0,NA,1,NA,X,J,1
ENERGY,0,X,0,X,X,X,J,1
ENERGY AND BUILDINGS,1,X,NA,X,1,X,J,1
ENERGY CONVERSION AND MANAGEMENT,1,0,NA,X,NA,1,J,1
"ENERGY COSTS, INTERNATIONAL DEVELOPMENTS AND NEW DIRECTIONS",0,X,X,X,X,0,B,0
ENERGY ECONOMICS,1,X,NA,X,1,X,J,1
"ENERGY ECONOMICS IBERIAN CONFERENCE, EEIC 2016",0,X,0,0,NA,X,S,0
ENERGY ENGINEERING AND ENVIRONMENT ENGINEERING,0,X,X,0,X,X,S,0
"ENERGY ENGINEERING AND ENVIRONMENTAL ENGINEERING, PTS 1AND 2",0,X,X,0,X,X,S,0
ENERGY FOR SUSTAINABLE DEVELOPMENT,0,X,X,0,X,X,J,1
ENERGY OPTIONS IMPACT ON REGIONAL SECURITY,1,X,NA,X,1,X,S,0
ENERGY POLICY,1,1,1,1,NA,1,J,1
"ENERGY POLICY: ECONOMIC EFFECTS, SECURITY ASPECTS AND ENVIRONMENTAL ISSUES",0,X,X,X,X,0,B,0
ENERGY RESEARCH & SOCIAL SCIENCE,1,1,NA,X,NA,X,J,1
ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS,1,X,NA,1,NA,X,J,1
ENERGY SOURCES PART B-ECONOMICS PLANNING AND POLICY,0,X,X,0,X,X,J,1
ENERGY SUSTAINABILITY AND SOCIETY,0,0,0,X,X,X,J,1
ENGAGING THE PUBLIC TO FIGHT THE CONSEQUENCES OF TERRORISM AND DISASTERS,0,X,X,0,X,X,S,0
ENGAGING WITH CAPITALISM: CASES FROM OCEANIA,1,X,NA,X,1,X,S,0
ENGENHARIA AGRICOLA,1,X,1,X,X,X,J,1
ENGINEERING,1,X,1,X,X,X,J,1
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,1,1,NA,X,NA,X,J,1
ENGINEERING OPTIMIZATION,0,X,X,X,X,0,J,1
ENHANCING BIOCONTROL AGENTS AND HANDLING RISKS,1,X,NA,X,NA,1,S,0
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,1,X,NA,X,NA,1,J,1
ENTOMOLOGIA GENERALIS,0,X,X,X,X,0,J,1
ENTOMOLOGICAL SCIENCE,0,0,X,X,0,0,J,1
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,1,X,NA,X,NA,1,J,1
ENTROPY,0,0,X,X,0,0,J,1
ENVIRONMENT,1,X,NA,X,NA,1,J,1
ENVIRONMENT AND BEHAVIOR,1,X,NA,X,1,X,J,1
ENVIRONMENT AND DEVELOPMENT ECONOMICS,1,X,NA,X,NA,1,J,1
ENVIRONMENT AND HISTORY,1,X,NA,X,1,X,J,1
ENVIRONMENT AND PLANNING A,1,X,NA,0,NA,1,J,1
ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,1,0,NA,1,NA,1,J,1
ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,1,X,NA,X,NA,1,J,1
ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,0,X,0,X,X,X,J,1
ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY,1,X,NA,1,NA,1,J,1
ENVIRONMENT AND PLANNING C-POLITICS AND SPACE,0,0,X,X,X,X,J,1
ENVIRONMENT AND SOCIETY-ADVANCES IN RESEARCH,1,X,1,X,X,X,J,1
ENVIRONMENT AND URBANIZATION,1,0,NA,X,1,X,J,1
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1,1,NA,1,NA,X,J,1
ENVIRONMENT INTERNATIONAL,1,1,1,X,NA,1,J,1
ENVIRONMENT MATERIALS AND ENVIRONMENT MANAGEMENT PTS 1-3,1,X,NA,X,1,X,S,0
"ENVIRONMENT, LOCAL SOCIETY AND SUSTAINABLE TOURISM",1,X,NA,X,NA,1,S,0
ENVIRONMENTAL & RESOURCE ECONOMICS,1,1,1,1,NA,1,J,1
ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0,X,0,X,0,0,J,1
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,0,X,X,X,0,X,J,1
ENVIRONMENTAL AND PLANNING LAW JOURNAL,1,1,NA,X,NA,X,J,1
ENVIRONMENTAL BIOLOGY OF FISHES,1,1,1,1,NA,1,J,1
ENVIRONMENTAL CHALLENGES IN THE MEDITERRANEAN 2000-2050,1,X,NA,X,NA,1,S,0
ENVIRONMENTAL CHANGE AND AGRICULTURAL SUSTAINABILITY IN THE MEKONG DELTA,1,X,NA,1,NA,X,S,0
ENVIRONMENTAL CHANGE AND FOOD SECURITY IN CHINA,1,X,NA,X,1,X,S,0
"ENVIRONMENTAL CHANGE AND THE WORLD'S FUTURES: ECOLOGIES, ONTOLOGIES AND MYTHOLOGIES",0,X,0,X,X,X,B,0
ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE,1,0,NA,X,1,X,J,1
ENVIRONMENTAL CONSERVATION,1,1,NA,1,NA,1,J,1
ENVIRONMENTAL DEVELOPMENT,1,0,1,0,X,X,J,1
ENVIRONMENTAL EARTH SCIENCES,1,1,1,1,1,X,J,1
ENVIRONMENTAL ECONOMICS AND INVESTMENT ASSESSMENT II,0,X,X,X,X,0,S,0
ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,1,1,NA,1,NA,1,J,1
ENVIRONMENTAL ENGINEERING SCIENCE,1,X,NA,1,NA,0,J,1
"ENVIRONMENTAL ENGINEERING, PTS 1-4",0,X,X,0,X,X,S,0
ENVIRONMENTAL ENTOMOLOGY,1,1,NA,X,NA,1,J,1
ENVIRONMENTAL ETHICS,1,0,NA,1,NA,1,J,1
ENVIRONMENTAL EVIDENCE,1,1,NA,1,NA,X,J,1
ENVIRONMENTAL FORENSICS,1,X,NA,X,1,X,J,1
ENVIRONMENTAL FORENSICS 2015,1,X,NA,1,NA,X,S,0
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,0,X,X,0,X,X,J,1
ENVIRONMENTAL GEOLOGY,1,X,NA,X,NA,1,J,1
ENVIRONMENTAL GEOTECHNICS,0,X,0,X,X,X,J,1
ENVIRONMENTAL GOVERNANCE OF THE BALTIC SEA,1,X,1,X,X,X,S,0
ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS,1,X,NA,X,NA,1,J,1
ENVIRONMENTAL HEALTH,1,X,1,X,NA,X,J,1
ENVIRONMENTAL HEALTH PERSPECTIVES,1,1,NA,X,NA,1,J,1
ENVIRONMENTAL HEALTH RISK VII,0,X,X,X,0,X,S,0
ENVIRONMENTAL HISTORY,1,X,NA,X,1,1,J,1
"ENVIRONMENTAL HISTORY IN THE MAKING, VOL II: ACTING",1,X,1,X,X,X,S,0
ENVIRONMENTAL HISTORY OF MODERN MIGRATIONS,0,X,0,X,X,X,B,0
ENVIRONMENTAL HUMANITIES,0,X,X,0,X,X,J,1
"ENVIRONMENTAL HYDRAULICS AND ECO-HYDRAULICS, THEME B, PROCEEDINGS: 21ST CENTURY: THE NEW ERA FOR HYDRAULIC RESEARCH AND ITS APPLICATIONS",1,X,NA,X,NA,1,B,0
ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,1,X,NA,X,NA,1,J,1
"Environmental Informatics, Proceedings",1,X,NA,X,NA,1,B,0
ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS,0,0,0,X,X,X,J,1
ENVIRONMENTAL JUSTICE,0,0,X,X,X,X,J,1
ENVIRONMENTAL LAW AND ECONOMICS,0,X,0,X,X,X,B,0
ENVIRONMENTAL MANAGEMENT,1,1,1,1,1,1,J,1
ENVIRONMENTAL MICROBIOLOGY,0,0,0,0,X,0,J,1
ENVIRONMENTAL MICROBIOLOGY REPORTS,1,X,NA,X,1,X,J,1
ENVIRONMENTAL MODELING & ASSESSMENT,1,1,1,1,NA,1,J,1
"ENVIRONMENTAL MODELING WITH STAKEHOLDERS: THEORY, METHODS, AND APPLICATIONS",0,X,0,X,X,X,B,0
ENVIRONMENTAL MODELLING & SOFTWARE,1,1,NA,1,1,1,J,1
ENVIRONMENTAL MONITORING AND ASSESSMENT,1,1,1,1,1,1,J,1
ENVIRONMENTAL POLICY AND GOVERNANCE,1,1,NA,1,NA,X,J,1
ENVIRONMENTAL POLITICS,1,0,NA,0,NA,1,J,1
ENVIRONMENTAL POLLUTION,1,1,1,1,NA,1,J,1
ENVIRONMENTAL PRACTICE,1,X,NA,1,NA,X,J,1
ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,1,X,NA,X,1,X,J,1
ENVIRONMENTAL PROTECTION AGAINST RADIOACTIVE POLLUTION,1,X,NA,X,NA,1,S,0
"ENVIRONMENTAL PROTECTION AND RESOURCES EXPLOITATION, PTS 1-3",0,X,X,0,X,X,S,0
ENVIRONMENTAL RESEARCH,1,1,NA,1,NA,1,J,1
ENVIRONMENTAL RESEARCH LETTERS,1,1,1,1,1,0,J,1
ENVIRONMENTAL RESOURCES USE AND CHALLENGES IN CONTEMPORARY SOUTHEAST ASIA: TROPICAL ECOSYSTEMS IN TRANSITION,1,1,NA,X,NA,X,S,0
ENVIRONMENTAL REVIEWS,1,1,NA,1,NA,X,J,1
Environmental Role of Wetlands in Headwaters,1,X,NA,X,NA,1,S,0
ENVIRONMENTAL SCIENCE & POLICY,1,1,1,1,NA,1,J,1
ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,0,NA,1,NA,1,J,1
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,1,1,NA,1,NA,1,J,1
ENVIRONMENTAL SCIENCE AND SUSTAINABILITY,0,X,X,X,X,0,B,0
"ENVIRONMENTAL SCIENCE AND TECHNOLOGY, PT 2",1,X,NA,X,1,X,S,0
"ENVIRONMENTAL SCIENCE, ECOSYSTEMS AND DEVELOPMENT",1,X,NA,X,NA,1,B,0
ENVIRONMENTAL SCIENCES EUROPE,1,1,NA,X,NA,X,J,1
ENVIRONMENTAL SECURITY AND ENVIRONMENTAL MANAGEMENT: THE ROLE OF RISK ASSESSMENT,1,X,NA,X,NA,1,S,0
ENVIRONMENTAL SECURITY IN HARBORS AND COASTAL AREAS: MANAGEMENT USING COMPARATIVE RISK ASSESSMENT AND MULTI-CRITERIA DECISION ANALYSIS,1,X,NA,X,NA,1,S,0
ENVIRONMENTAL SOCIOLOGY,1,1,NA,X,NA,X,J,1
ENVIRONMENTAL SUSTAINABILITY FROM THE HIMALAYAS TO THE OCEANS: STRUGGLES AND INNOVATIONS IN CHINA AND INDIA,0,X,0,X,X,X,B,0
ENVIRONMENTAL TECHNOLOGY,1,X,NA,X,NA,1,J,1
ENVIRONMENTAL TECHNOLOGY & INNOVATION,1,1,NA,X,NA,X,J,1
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,1,1,1,0,1,1,J,1
ENVIRONMENTAL TRACKING FOR PUBLIC HEALTH SURVEILLANCE,1,NA,NA,X,1,NA,S,0
ENVIRONMENTAL VALUES,1,1,NA,1,NA,0,J,1
ENVIRONMENTS,1,1,NA,1,NA,X,J,1
ENVIRONMETRICS,1,X,NA,X,NA,1,J,1
EPIDEMIOLOGY AND INFECTION,1,1,NA,1,NA,X,J,1
EPISODES,1,X,NA,X,NA,1,J,1
"EPLWW3S 2011: 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES-WETLANDS-WATERSHED AND APPLICATION OF 3S TECHNOLOGY, VOL 1",1,X,X,X,1,X,B,0
ERDKUNDE,1,0,1,0,X,0,J,1
"ES2008: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY, VOL 2",0,X,X,X,X,0,B,0
"ES2010: PROCEEDINGS OF ASME 4TH INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY, VOL 1",0,X,X,X,0,X,B,0
ESTUARIES,1,X,NA,X,NA,1,J,1
ESTUARIES AND COASTS,1,1,NA,1,NA,1,J,1
ESTUARIES: A LIFELINE OF ECOSYSTEM SERVICES IN THE WESTERN INDIAN OCEAN,1,X,1,X,X,X,S,0
"ESTUARIES: TYPES, MOVEMENT PATTERNS AND CLIMATICAL IMPACTS",1,X,NA,X,1,X,B,0
ESTUARINE COASTAL AND SHELF SCIENCE,1,1,NA,1,NA,1,J,1
ETHNICITY & DISEASE,0,X,X,0,X,X,J,1
ETHNOBIOLOGY AND CONSERVATION,0,0,0,0,X,X,J,1
ETHNOBIOLOGY LETTERS,1,1,NA,X,NA,X,J,1
ETHOLOGY,0,0,X,X,X,X,J,1
EUPHYTICA,1,1,NA,X,NA,1,J,1
EURASIAN SOIL SCIENCE,1,X,NA,X,NA,1,J,1
EUROCHOICES,0,X,0,X,X,X,J,1
EUROPE-ASIA STUDIES,1,X,NA,X,1,X,J,1
"EUROPE IN MOTION: SOCIETY, LABOUR MARKET AND SUSTAINABILITY IN THE AGE OF MIGRATION",0,X,X,X,X,0,B,0
EUROPEAN ARACHNOLOGY 2000,1,X,NA,X,NA,1,B,0
EUROPEAN COUNTRYSIDE,1,1,NA,X,NA,X,J,1
EUROPEAN JOURNAL OF AGRONOMY,1,1,NA,0,NA,X,J,1
EUROPEAN JOURNAL OF EDUCATION,1,X,1,X,NA,X,J,1
EUROPEAN JOURNAL OF ENTOMOLOGY,1,X,NA,X,NA,1,J,1
EUROPEAN JOURNAL OF FOREST RESEARCH,1,1,NA,0,NA,1,J,1
EUROPEAN JOURNAL OF INTERNATIONAL LAW,1,X,NA,X,NA,1,J,1
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,0,X,X,X,X,J,1
EUROPEAN JOURNAL OF PHYCOLOGY,1,X,1,X,X,X,J,1
EUROPEAN JOURNAL OF PLANT PATHOLOGY,1,X,NA,X,NA,1,J,1
EUROPEAN JOURNAL OF PROTISTOLOGY,1,1,NA,X,NA,X,J,1
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,0,X,0,0,X,X,J,1
EUROPEAN JOURNAL OF SOCIAL THEORY,0,X,0,X,X,X,J,1
EUROPEAN JOURNAL OF SOIL BIOLOGY,1,X,NA,X,NA,1,J,1
EUROPEAN JOURNAL OF SOIL SCIENCE,1,1,NA,X,NA,X,J,1
EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,1,1,NA,X,NA,X,J,1
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1,1,1,1,NA,1,J,1
EUROPEAN MANAGEMENT JOURNAL,0,X,0,X,X,X,J,1
EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,0,X,0,X,X,X,J,1
EUROPEAN PLANNING STUDIES,1,1,NA,X,NA,0,J,1
EUROPEAN PSYCHOLOGIST,0,0,X,0,X,X,J,1
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,0,X,X,0,X,X,J,1
EUROPEAN ZOOLOGICAL JOURNAL,1,1,NA,X,NA,X,J,1
"EUTROPHICATION: ECOLOGICAL EFFECTS, SOURCES, PREVENTION AND REVERSAL",1,X,NA,X,1,X,B,0
EVALUATING INDIRECT ECOLOGICAL EFFECTS OF BIOLOGICAL CONTROL,1,X,NA,X,NA,1,B,0
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,0,0,X,X,X,X,J,1
EVIDENCE & POLICY,1,X,NA,X,1,X,J,1
EVODEVO,0,X,X,0,X,X,J,1
EVOLUTION,1,X,NA,1,1,X,J,1
Evolutionary Applications,1,X,NA,X,1,X,J,1
EVOLUTIONARY APPLICATIONS,1,1,NA,1,NA,X,J,1
EVOLUTIONARY BIOLOGY,0,X,X,X,X,0,J,1
EVOLUTIONARY ECOLOGY,1,X,NA,X,1,X,J,1
EVOLUTIONARY ECOLOGY RESEARCH,1,X,NA,0,1,X,J,1
"EVOLUTIONARY MULTI-CRITERION OPTIMIZATION, PT II",1,X,NA,1,X,X,S,0
EXAMINING THE ROLE OF ENVIRONMENTAL CHANGE ON EMERGING INFECTIOUS DISEASES AND PANDEMICS,0,X,0,X,X,X,S,0
"EXOTIC BROME-GRASSES IN ARID AND SEMIARID ECOSYSTEMS OF THE WESTERN US: CAUSES, CONSEQUENCES, AND MANAGEMENT IMPLICATIONS",1,X,1,X,X,X,S,0
EXPERIENCES OF CLIMATE CHANGE ADAPTATION IN AFRICA,1,X,NA,X,1,X,S,0
EXPERIMENTAL AGRICULTURE,1,1,NA,X,NA,X,J,1
EXPERIMENTAL AND APPLIED ACAROLOGY,1,X,NA,X,NA,1,J,1
EXPERT SYSTEMS WITH APPLICATIONS,0,X,X,X,X,0,J,1
EXTENDING EDUCATIONAL CHANGE: INTERNATIONAL HANBOOK OF EDUCATIONAL CHANGE,0,X,X,X,X,0,B,0
EXTRACTIVE INDUSTRIES AND SOCIETY-AN INTERNATIONAL JOURNAL,0,X,X,0,X,X,J,1
EXTREME HYDROLOGICAL EVENTS,1,X,NA,1,X,X,S,0
Extreme Hydrological Events: New Concepts for Security,1,X,NA,X,NA,1,S,0
EXTREMOPHILES,1,1,NA,X,NA,X,J,1
FACETS,1,1,NA,X,NA,X,J,1
FEMS MICROBIOLOGY ECOLOGY,0,X,X,0,X,0,J,1
FEMS MICROBIOLOGY LETTERS,1,1,NA,X,NA,X,J,1
FEMS MICROBIOLOGY REVIEWS,0,X,0,X,X,X,J,1
"FIB CONFERENCE: SUSTAINABLE CONCRETE: MATERIALS AND STRUCTURES, 2018",1,1,NA,X,NA,X,S,0
FIELD CROPS RESEARCH,1,1,NA,1,NA,X,J,1
"FIELD GUIDE TO CASE STUDY RESEARCH IN TOURISM, HOSPITALITY AND LEISURE",1,X,NA,X,1,X,S,0
FIELD METHODS,0,X,X,X,0,X,J,1
"FIFTH INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS AND KNOWLEDGE DISCOVERY, VOL 4, PROCEEDINGS",1,X,NA,X,NA,1,B,0
"FIFTH INTERNATIONAL WORKSHOP ON ENERGY AND ENVIRONMENT OF RESIDENTIAL BUILDINGS AND THIRD INTERNATIONAL CONFERENCE ON BUILT ENVIRONMENT AND PUBLIC HEALTH, VOL I AND II, PROCEEDINGS",0,X,X,X,X,0,B,0
FIFTY YEARS OF INVASION ECOLOGY: THE LEGACY OF CHARLES ELTON,0,X,X,X,0,X,B,0
FINANCE AND THE MACROECONOMICS OF ENVIRONMENTAL POLICIES,0,X,X,0,X,X,B,0
FIRE ECOLOGY,1,1,NA,1,NA,X,J,1
FIRST INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2013),1,X,NA,1,NA,X,S,0
FIRST INTERNATIONAL SYMPOSIUM ON CHERIMOYA,1,X,NA,X,NA,1,S,0
FISH AND FISHERIES,1,1,1,1,1,1,J,1
FISH HABITAT: ESSENTIAL FISH HABITAT AND REHABILITATION,1,X,NA,X,NA,1,S,0
"FISH POPULATION DYNAMICS, MONITORING, AND MANAGEMENT: SUSTAINABLE FISHERIES IN THE ETERNAL OCEAN",1,1,NA,X,NA,X,S,0
FISHERIES,1,1,NA,0,NA,1,J,1
FISHERIES ASSESSMENT AND MANAGEMENT IN DATA-LIMITED SITUATIONS,1,X,NA,X,NA,1,B,0
FISHERIES MANAGEMENT AND ECOLOGY,1,1,NA,1,NA,1,J,1
FISHERIES OCEANOGRAPHY,1,X,NA,X,NA,1,J,1
FISHERIES RESEARCH,1,1,1,1,1,1,J,1
FISHERIES SCIENCE,1,1,NA,X,NA,1,J,1
"FISHERIES, QUOTA MANAGEMENT AND QUOTA TRANSFER: RATIONALIZATION THROUGH BIO-ECONOMICS",1,1,NA,X,NA,X,S,0
FISHERY BULLETIN,1,X,NA,X,NA,1,J,1
"FISHERY RESOURCES, ENVIRONMENT, AND CONSERVATION IN THE MISSISSIPPI AND YANGTZE (CHANGJIANG) RIVER BASINS",1,X,1,X,X,X,S,0
FISHERY STOCK ASSESSMENT MODELS,1,X,NA,X,NA,1,B,0
"FLAMMABLE AUSTRALIA: FIRE REGIMES, BIODIVERSITY AND ECOSYSTEMS IN A CHANGING WORLD",0,X,X,X,0,X,B,0
FLOOD RISK IN THE UPPER VISTULA BASIN,0,X,0,X,X,X,S,0
FLOODPLAINS : INTERDISCIPLINARY APPROACHES,1,X,NA,NA,NA,1,S,0
FLORA,1,X,NA,1,NA,X,J,1
"FLORENCE 'SUSTAINABILITY OF WELL-BEING INTERNATIONAL FORUM', 2015: FOOD FOR SUSTAINABILITY AND NOT JUST FOOD, FLORENCESWIF2015",0,X,0,X,X,X,S,0
FLORENCE HERI-TECH - THE FUTURE OF HERITAGE SCIENCE AND TECHNOLOGIES,1,1,NA,X,NA,X,S,0
FLORESTA E AMBIENTE,1,1,NA,X,NA,X,J,1
FLORIDA ENTOMOLOGIST,1,1,NA,0,NA,X,J,1
FOLIA GEOBOTANICA,1,X,NA,0,NA,1,J,1
FOLIA MICROBIOLOGICA,0,0,X,X,X,X,J,1
FOLIA PARASITOLOGICA,0,X,0,X,X,X,J,1
FOLIA PRIMATOLOGICA,1,X,NA,1,X,X,J,1
FOLIA ZOOLOGICA,1,X,NA,1,NA,1,J,1
FOOD BIOTECHNOLOGY,0,X,X,X,X,0,J,1
FOOD CONTROL,1,1,NA,X,NA,X,J,1
FOOD MICROBIOLOGY,0,X,X,0,X,X,J,1
FOOD POLICY,1,1,NA,0,NA,X,J,1
FOOD RESEARCH INTERNATIONAL,1,1,NA,X,NA,X,J,1
FOOD SECURITY,1,1,NA,1,1,X,J,1
FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,1,X,1,X,NA,X,J,1
FORESIGHT AND STI GOVERNANCE,0,X,X,0,X,X,J,1
FOREST-PEOPLE INTERFACES: UNDERSTANDING COMMUNITY FORESTRY AND BIOCULTURAL DIVERSITY,1,X,NA,X,1,X,B,0
FOREST AND SOCIETY,1,X,1,X,X,X,J,1
FOREST BIODIVERSITY: LESSONS FROM HISTORY FOR CONSERVATION,1,X,NA,X,NA,1,B,0
FOREST ECOLOGY AND MANAGEMENT,1,1,1,1,1,1,J,1
FOREST ECOSYSTEMS,1,1,NA,X,NA,X,J,1
FOREST MANAGEMENT,1,X,NA,X,NA,1,B,0
FOREST PATHOLOGY,1,X,NA,X,1,X,J,1
FOREST POLICY AND ECONOMICS,1,1,1,1,NA,1,J,1
FOREST SCIENCE,1,1,NA,1,NA,1,J,1
FOREST SYSTEMS,1,1,NA,X,NA,X,J,1
FORESTRY,1,X,NA,1,NA,1,J,1
FORESTRY CHRONICLE,1,1,NA,1,NA,1,J,1
FORESTS,1,1,1,1,NA,X,J,1
FORSTWISSENSCHAFTLICHES CENTRALBLATT,1,X,NA,X,NA,1,J,1
"FORT VALLEY EXPERIMENTAL FOREST - A CENTURY OF RESEARCH 1908-2008, CONFERENCE PROCEEDINGS",1,X,NA,X,NA,1,B,0
FORUM FOR DEVELOPMENT STUDIES,1,X,NA,1,NA,X,J,1
FORUM FOR SOCIAL ECONOMICS,0,0,X,X,X,X,J,1
FOSSIL RECORD,0,X,X,X,0,X,J,1
FOUNDATIONS OF NON-EQUILIBRIUM ECONOMICS: THE PRINCIPLE OF CIRCULAR AND CUMULATIVE CAUSATION,0,X,X,X,X,0,B,0
FOUR DECADES OF PROGRESS IN MONITORING AND MODELING OF PROCESSES IN THE SOIL-PLANT-ATMOSPHERE SYSTEM: APPLICATIONS AND CHALLENGES,0,X,X,0,X,X,S,0
FRESENIUS ENVIRONMENTAL BULLETIN,1,1,NA,1,NA,0,J,1
FRESHWATER BIOLOGY,1,1,NA,1,NA,1,J,1
FRESHWATER CRAYFISH 12,1,X,NA,X,NA,1,B,0
FRESHWATER ECOSYSTEMS AND AQUACULTURE RESEARCH,1,X,NA,X,1,X,B,0
FRESHWATER FISHERIES ECOLOGY,1,X,NA,1,NA,X,B,0
FRESHWATER SCIENCE,1,X,NA,X,1,X,J,1
"FRESHWATER, FISH AND THE FUTURE: PROCEEDINGS OF THE GLOBAL CROSS-SECTORAL CONFERENCE",1,X,1,X,NA,X,B,0
FROM SUSTAINABLE TO RESILIENT CITIES: GLOBAL CONCERNS AND URBAN EFFORTS,1,X,NA,1,NA,X,S,0
FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,1,X,NA,1,NA,X,J,1
FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,0,X,0,X,X,X,J,1
FRONTIERS IN ECOLOGY AND EVOLUTION,1,1,1,X,NA,X,J,1
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1,1,NA,X,NA,1,J,1
FRONTIERS IN ENERGY,0,0,X,X,X,X,J,1
FRONTIERS IN ENVIRONMENTAL SCIENCE,1,1,NA,1,NA,X,J,1
FRONTIERS IN GENETICS,0,0,X,X,X,X,J,1
FRONTIERS IN HUMAN NEUROSCIENCE,0,X,0,X,X,X,J,1
FRONTIERS IN MARINE SCIENCE,1,1,NA,1,NA,X,J,1
